,vi,pi,ql
72,50.226472941924186,50.22649199667998,1.0
73,50.226472941924186,50.22649199667998,1.0
74,50.226472941924186,50.22649199667998,1.0
75,50.226472941924186,50.22649199667998,1.0
76,50.226472941924186,50.22649199667998,1.0
77,50.226472941924186,50.22649199667998,1.0
78,50.226472941924186,50.22649199667998,1.0
79,50.226472941924186,50.22649199667998,1.0
80,50.226472941924186,50.22649199667998,1.0
81,50.226472941924186,50.22649199667998,1.0
82,50.226472941924186,50.22649199667998,1.0
83,50.226472941924186,50.22649199667998,1.0
84,50.226472941924186,50.22649199667998,1.0
85,50.226472941924186,50.22649199667998,1.0
86,50.226472941924186,50.22649199667998,1.0
87,50.226472941924186,50.22649199667998,1.0
88,50.226472941924186,50.22649199667998,1.0
89,50.226472941924186,50.22649199667998,1.0
90,50.226472941924186,50.22649199667998,1.0
91,50.226472941924186,50.22649199667998,1.0
92,50.226472941924186,50.22649199667998,1.0
93,50.226472941924186,50.22649199667998,1.0
94,50.226472941924186,50.22649199667998,1.0
95,50.226472941924186,50.22649199667998,1.0
96,50.226472941924186,50.22649199667998,1.0
97,50.226472941924186,50.22649199667998,1.0
98,50.226472941924186,50.22649199667998,1.0
99,50.226472941924186,50.22649199667998,1.0
100,50.226472941924186,50.22649199667998,1.0
101,50.226472941924186,50.22649199667998,1.0
102,50.226472941924186,50.22649199667998,1.0
103,50.226472941924186,50.22649199667998,1.0
104,50.226472941924186,50.22649199667998,1.0
105,50.226472941924186,50.22649199667998,1.0
106,50.226472941924186,50.22649199667998,1.0
107,50.226472941924186,50.22649199667998,1.0
108,50.226472941924186,50.22649199667998,1.0
109,50.226472941924186,50.22649199667998,1.0
110,50.226472941924186,50.22649199667998,1.0
111,50.226472941924186,50.22649199667998,1.0
112,50.226472941924186,50.22649199667998,1.0
113,50.226472941924186,50.22649199667998,1.0
114,50.226472941924186,50.22649199667998,1.0
115,50.226472941924186,50.22649199667998,1.0
116,50.226472941924186,50.22649199667998,1.0
117,50.226472941924186,50.22649199667998,1.0
118,50.226472941924186,50.22649199667998,1.0
119,50.226472941924186,50.22649199667998,1.0
120,50.226472941924186,50.22649199667998,1.0
121,50.226472941924186,50.22649199667998,1.0
122,50.226472941924186,50.22649199667998,1.0
123,50.226472941924186,50.22649199667998,1.0
124,50.226472941924186,50.22649199667998,1.0
125,50.226472941924186,50.22649199667998,1.0
126,50.226472941924186,50.22649199667998,1.0
127,50.226472941924186,50.22649199667998,1.0
128,50.226472941924186,50.22649199667998,1.0
129,50.226472941924186,50.22649199667998,1.0
130,50.226472941924186,50.22649199667998,1.0
131,50.226472941924186,50.22649199667998,1.0
132,50.226472941924186,50.22649199667998,1.0
133,50.226472941924186,50.22649199667998,1.0
134,50.226472941924186,50.22649199667998,1.0
135,50.226472941924186,50.22649199667998,1.0
136,50.226472941924186,50.22649199667998,1.0
137,50.226472941924186,50.22649199667998,1.0
138,50.226472941924186,50.22649199667998,1.0
139,50.226472941924186,50.22649199667998,1.0
140,50.226472941924186,50.22649199667998,1.0
141,50.226472941924186,50.22649199667998,1.0
142,50.226472941924186,50.22649199667998,1.0
143,50.226472941924186,50.22649199667998,1.0
144,50.226472941924186,50.22649199667998,1.0
145,50.226472941924186,50.22649199667998,1.0
146,50.226472941924186,50.22649199667998,1.0
147,50.226472941924186,50.22649199667998,1.0
148,50.226472941924186,50.22649199667998,1.0
149,50.226472941924186,50.22649199667998,1.0
150,50.226472941924186,50.22649199667998,1.0
151,50.226472941924186,50.22649199667998,1.0
152,50.226472941924186,50.22649199667998,1.0
153,50.226472941924186,50.22649199667998,1.0
154,50.226472941924186,50.22649199667998,1.0
155,50.226472941924186,50.22649199667998,1.0
156,50.226472941924186,50.22649199667998,1.0
157,50.226472941924186,50.22649199667998,1.0
158,50.226472941924186,50.22649199667998,1.0
159,50.226472941924186,50.22649199667998,1.0
160,50.226472941924186,50.22649199667998,1.0
161,50.226472941924186,50.22649199667998,1.0
162,50.226472941924186,50.22649199667998,1.0
163,50.226472941924186,50.22649199667998,1.0
164,50.226472941924186,50.22649199667998,1.0
165,50.226472941924186,50.22649199667998,1.0
166,50.226472941924186,50.22649199667998,1.0
167,50.226472941924186,50.22649199667998,1.0
168,50.226472941924186,50.22649199667998,1.0
169,50.226472941924186,50.22649199667998,1.0
170,50.226472941924186,50.22649199667998,1.0
171,50.226472941924186,50.22649199667998,1.0
172,50.226472941924186,50.22649199667998,1.0
173,50.226472941924186,50.22649199667998,1.0
174,50.226472941924186,50.22649199667998,1.0
175,50.226472941924186,50.22649199667998,1.0
176,50.226472941924186,50.22649199667998,1.0
177,50.226472941924186,50.22649199667998,1.0
178,50.226472941924186,50.22649199667998,1.0
179,50.226472941924186,50.22649199667998,1.0
180,50.226472941924186,50.22649199667998,1.0
181,50.226472941924186,50.22649199667998,1.0
182,50.226472941924186,50.22649199667998,1.0
183,50.226472941924186,50.22649199667998,1.0
184,50.226472941924186,50.22649199667998,1.0
185,50.226472941924186,50.22649199667998,1.0
186,50.226472941924186,50.22649199667998,1.0
187,50.226472941924186,50.22649199667998,1.0
188,50.226472941924186,50.22649199667998,1.0
189,50.226472941924186,50.22649199667998,1.0
190,50.226472941924186,50.22649199667998,1.0
191,50.226472941924186,50.22649199667998,1.0
192,50.226472941924186,50.22649199667998,1.0
193,50.226472941924186,50.22649199667998,1.0
194,50.226472941924186,50.22649199667998,1.0
195,50.226472941924186,50.22649199667998,1.0
196,50.226472941924186,50.22649199667998,1.0
197,50.226472941924186,50.22649199667998,1.0
198,50.226472941924186,50.22649199667998,1.0
199,50.226472941924186,50.22649199667998,1.0
200,50.226472941924186,50.22649199667998,1.0
201,50.226472941924186,50.22649199667998,1.0
202,50.226472941924186,50.22649199667998,1.0
203,50.226472941924186,50.22649199667998,1.0
204,50.226472941924186,50.22649199667998,1.0
205,50.226472941924186,50.22649199667998,1.0
206,50.226472941924186,50.22649199667998,1.0
207,50.226472941924186,50.22649199667998,1.0
208,50.226472941924186,50.22649199667998,1.0
209,50.226472941924186,50.22649199667998,1.0
210,50.226472941924186,50.22649199667998,1.0
211,50.226472941924186,50.22649199667998,1.0
212,50.226472941924186,50.22649199667998,1.0
213,50.226472941924186,50.22649199667998,1.0
214,50.226472941924186,50.22649199667998,1.0
215,50.226472941924186,50.22649199667998,1.0
216,50.226472941924186,50.22649199667998,1.0
217,50.226472941924186,50.22649199667998,1.0
218,50.226472941924186,50.22649199667998,1.0
219,50.226472941924186,50.22649199667998,1.0
220,50.226472941924186,50.22649199667998,1.0
221,50.226472941924186,50.22649199667998,1.0
222,50.226472941924186,50.22649199667998,1.0
223,50.226472941924186,50.22649199667998,1.0
224,50.226472941924186,50.22649199667998,1.0
225,50.226472941924186,50.22649199667998,1.0
226,50.226472941924186,50.22649199667998,1.0
227,50.226472941924186,50.22649199667998,1.0
228,50.226472941924186,50.22649199667998,1.0
229,50.226472941924186,50.22649199667998,1.0
230,50.226472941924186,50.22649199667998,1.0
231,50.226472941924186,50.22649199667998,1.0
232,50.226472941924186,50.22649199667998,1.0
233,50.226472941924186,50.22649199667998,1.0
234,50.226472941924186,50.22649199667998,1.0
235,50.226472941924186,50.22649199667998,1.0
236,50.226472941924186,50.22649199667998,1.0
237,50.226472941924186,50.22649199667998,1.0
238,50.226472941924186,50.22649199667998,1.0
239,50.226472941924186,50.22649199667998,1.0
240,50.226472941924186,50.22649199667998,1.0
241,50.226472941924186,50.22649199667998,1.0
242,50.226472941924186,50.22649199667998,1.0
243,50.226472941924186,50.22649199667998,1.0
244,50.226472941924186,50.22649199667998,1.0
245,50.226472941924186,50.22649199667998,1.0
246,50.226472941924186,50.22649199667998,1.0
247,50.226472941924186,50.22649199667998,1.0
248,50.226472941924186,50.22649199667998,1.0
249,50.226472941924186,50.22649199667998,1.0
250,50.226472941924186,50.22649199667998,1.0
251,50.226472941924186,50.22649199667998,1.0
252,50.226472941924186,50.22649199667998,1.0
253,50.226472941924186,50.22649199667998,1.0
254,50.226472941924186,50.22649199667998,1.0
255,50.226472941924186,50.22649199667998,1.0
256,50.226472941924186,50.22649199667998,1.0
257,50.226472941924186,50.22649199667998,1.0
258,50.226472941924186,50.22649199667998,1.0
259,50.226472941924186,50.22649199667998,1.0
260,50.226472941924186,50.22649199667998,1.0
261,50.226472941924186,50.22649199667998,1.0
262,50.226472941924186,50.22649199667998,1.0
263,50.226472941924186,50.22649199667998,1.0
264,50.226472941924186,50.22649199667998,1.0
265,50.226472941924186,50.22649199667998,1.0
266,50.226472941924186,50.22649199667998,1.0
267,50.226472941924186,50.22649199667998,1.0
268,50.226472941924186,50.22649199667998,1.0
269,50.226472941924186,50.22649199667998,1.0
270,50.226472941924186,50.22649199667998,1.0
271,50.226472941924186,50.22649199667998,1.0
272,50.226472941924186,50.22649199667998,1.0
273,50.226472941924186,50.22649199667998,1.0
274,50.226472941924186,50.22649199667998,1.0
275,50.226472941924186,50.22649199667998,1.0
276,50.226472941924186,50.22649199667998,1.0
277,50.226472941924186,50.22649199667998,1.0
278,50.226472941924186,50.22649199667998,1.0
279,50.226472941924186,50.22649199667998,1.0
280,50.226472941924186,50.22649199667998,1.0
281,50.226472941924186,50.22649199667998,1.0
282,50.226472941924186,50.22649199667998,1.0
283,50.226472941924186,50.22649199667998,1.0
284,50.226472941924186,50.22649199667998,1.0
285,50.226472941924186,50.22649199667998,1.0
286,50.226472941924186,50.22649199667998,1.0
287,50.226472941924186,50.22649199667998,1.0
288,50.226472941924186,50.22649199667998,1.0
289,50.226472941924186,50.22649199667998,1.0
290,50.226472941924186,50.22649199667998,1.0
291,50.226472941924186,50.22649199667998,1.0
292,50.226472941924186,50.22649199667998,1.0
293,50.226472941924186,50.22649199667998,1.0
294,50.226472941924186,50.22649199667998,1.0
295,50.226472941924186,50.22649199667998,1.0
296,50.226472941924186,50.22649199667998,1.0
297,50.226472941924186,50.22649199667998,1.0
298,50.226472941924186,50.22649199667998,1.0
299,50.226472941924186,50.22649199667998,1.0
300,50.226472941924186,50.22649199667998,1.0
301,50.226472941924186,50.22649199667998,1.0
302,50.226472941924186,50.22649199667998,1.0
303,50.226472941924186,50.22649199667998,1.0
304,50.226472941924186,50.22649199667998,1.0
305,50.226472941924186,50.22649199667998,1.0
306,50.226472941924186,50.22649199667998,1.0
307,50.226472941924186,50.22649199667998,1.0
308,50.226472941924186,50.22649199667998,1.0
309,50.226472941924186,50.22649199667998,1.0
310,50.226472941924186,50.22649199667998,1.0
311,50.226472941924186,50.22649199667998,1.0
312,50.226472941924186,50.22649199667998,1.0
313,50.226472941924186,50.22649199667998,1.0
314,50.226472941924186,50.22649199667998,1.0
315,50.226472941924186,50.22649199667998,1.0
316,50.226472941924186,50.22649199667998,1.0
317,50.226472941924186,50.22649199667998,1.0
318,50.226472941924186,50.22649199667998,1.0
319,50.226472941924186,50.22649199667998,1.0
320,50.226472941924186,50.22649199667998,1.0
321,50.226472941924186,50.22649199667998,1.0
322,50.226472941924186,50.22649199667998,1.0
323,50.226472941924186,50.22649199667998,1.0
324,50.226472941924186,50.22649199667998,1.0
325,50.226472941924186,50.22649199667998,1.0
326,50.226472941924186,50.22649199667998,1.0
327,50.226472941924186,50.22649199667998,1.0
328,50.226472941924186,50.22649199667998,1.0
329,50.226472941924186,50.22649199667998,1.0
330,50.226472941924186,50.22649199667998,1.0
331,50.226472941924186,50.22649199667998,1.0
332,50.226472941924186,50.22649199667998,1.0
333,50.226472941924186,50.22649199667998,1.0
334,50.226472941924186,50.22649199667998,1.0
335,50.226472941924186,50.22649199667998,1.0
336,50.226472941924186,50.22649199667998,1.0
337,50.226472941924186,50.22649199667998,1.0
338,50.226472941924186,50.22649199667998,1.0
339,50.226472941924186,50.22649199667998,1.0
340,50.226472941924186,50.22649199667998,1.0
341,50.226472941924186,50.22649199667998,1.0
342,50.226472941924186,50.22649199667998,1.0
343,50.226472941924186,50.22649199667998,1.0
344,50.226472941924186,50.22649199667998,1.0
345,50.226472941924186,50.22649199667998,1.0
346,50.226472941924186,50.22649199667998,1.0
347,50.226472941924186,50.22649199667998,1.0
348,50.226472941924186,50.22649199667998,1.0
349,50.226472941924186,50.22649199667998,1.0
350,50.226472941924186,50.22649199667998,1.0
351,50.226472941924186,50.22649199667998,1.0
352,50.226472941924186,50.22649199667998,1.0
353,50.226472941924186,50.22649199667998,1.0
354,50.226472941924186,50.22649199667998,1.0
355,50.226472941924186,50.22649199667998,1.0
356,50.226472941924186,50.22649199667998,1.0
357,50.226472941924186,50.22649199667998,1.0
358,50.226472941924186,50.22649199667998,1.0
359,50.226472941924186,50.22649199667998,1.0
360,50.226472941924186,50.22649199667998,1.0
361,50.226472941924186,50.22649199667998,1.0
362,50.226472941924186,50.22649199667998,1.0
363,50.226472941924186,50.22649199667998,1.0
364,50.226472941924186,50.22649199667998,1.0
365,50.226472941924186,50.22649199667998,1.0
366,50.226472941924186,50.22649199667998,1.0
367,50.226472941924186,50.22649199667998,1.0
368,50.226472941924186,50.22649199667998,1.0
369,50.226472941924186,50.22649199667998,1.0
370,50.226472941924186,50.22649199667998,1.0
371,50.226472941924186,50.22649199667998,1.0
372,50.226472941924186,50.22649199667998,1.0
373,50.226472941924186,50.22649199667998,1.0
374,50.226472941924186,50.22649199667998,1.0
375,50.226472941924186,50.22649199667998,1.0
376,50.226472941924186,50.22649199667998,1.0
377,50.226472941924186,50.22649199667998,1.0
378,50.226472941924186,50.22649199667998,1.0
379,50.226472941924186,50.22649199667998,1.0
380,50.226472941924186,50.22649199667998,1.0
381,50.226472941924186,50.22649199667998,1.0
382,50.226472941924186,50.22649199667998,1.0
383,50.226472941924186,50.22649199667998,1.0
384,50.226472941924186,50.22649199667998,1.0
385,50.226472941924186,50.22649199667998,1.0
386,50.226472941924186,50.22649199667998,1.0
387,50.226472941924186,50.22649199667998,1.0
388,50.226472941924186,50.22649199667998,1.0
389,50.226472941924186,50.22649199667998,1.0
390,50.226472941924186,50.22649199667998,1.0
391,50.226472941924186,50.22649199667998,1.0
392,50.226472941924186,50.22649199667998,1.0
393,50.226472941924186,50.22649199667998,1.0
394,50.226472941924186,50.22649199667998,1.0
395,50.226472941924186,50.22649199667998,1.0
396,50.226472941924186,50.22649199667998,1.0
397,50.226472941924186,50.22649199667998,1.0
398,50.226472941924186,50.22649199667998,1.0
399,50.226472941924186,50.22649199667998,1.0
400,50.226472941924186,50.22649199667998,1.0
401,50.226472941924186,50.22649199667998,1.0
402,50.226472941924186,50.22649199667998,1.0
403,50.226472941924186,50.22649199667998,1.0
404,50.226472941924186,50.22649199667998,1.0
405,50.226472941924186,50.22649199667998,1.0
406,50.226472941924186,50.22649199667998,1.0
407,50.226472941924186,50.22649199667998,1.0
408,50.226472941924186,50.22649199667998,1.0
409,50.226472941924186,50.22649199667998,1.0
410,50.226472941924186,50.22649199667998,1.0
411,50.226472941924186,50.22649199667998,1.0
412,50.226472941924186,50.22649199667998,1.0
413,50.226472941924186,50.22649199667998,1.0
414,50.226472941924186,50.22649199667998,1.0
415,50.226472941924186,50.22649199667998,1.0
416,50.226472941924186,50.22649199667998,1.0
417,50.226472941924186,50.22649199667998,1.0
418,50.226472941924186,50.22649199667998,1.0
419,50.226472941924186,50.22649199667998,1.0
420,50.226472941924186,50.22649199667998,1.0
421,50.226472941924186,50.22649199667998,1.0
422,50.226472941924186,50.22649199667998,1.0
423,50.226472941924186,50.22649199667998,1.0
424,50.226472941924186,50.22649199667998,1.0
425,50.226472941924186,50.22649199667998,1.0
426,50.226472941924186,50.22649199667998,1.0
427,50.226472941924186,50.22649199667998,1.0
428,50.226472941924186,50.22649199667998,1.0
429,50.226472941924186,50.22649199667998,1.0
430,50.226472941924186,50.22649199667998,1.0
431,50.226472941924186,50.22649199667998,1.0
432,50.226472941924186,50.22649199667998,1.0
433,50.226472941924186,50.22649199667998,1.0
434,50.226472941924186,50.22649199667998,1.0
435,50.226472941924186,50.22649199667998,1.0
436,50.226472941924186,50.22649199667998,1.0
437,50.226472941924186,50.22649199667998,1.0
438,50.226472941924186,50.22649199667998,1.0
439,50.226472941924186,50.22649199667998,1.0
440,50.226472941924186,50.22649199667998,1.0
441,50.226472941924186,50.22649199667998,1.0
442,50.226472941924186,50.22649199667998,1.0
443,50.226472941924186,50.22649199667998,1.0
444,50.226472941924186,50.22649199667998,1.0
445,50.226472941924186,50.22649199667998,1.0
446,50.226472941924186,50.22649199667998,1.0
447,50.226472941924186,50.22649199667998,1.0
448,50.226472941924186,50.22649199667998,1.0
449,50.226472941924186,50.22649199667998,1.0
450,50.226472941924186,50.22649199667998,1.0
451,50.226472941924186,50.22649199667998,1.0
452,50.226472941924186,50.22649199667998,1.0
453,50.226472941924186,50.22649199667998,1.0
454,50.226472941924186,50.22649199667998,1.0
455,50.226472941924186,50.22649199667998,1.0
456,50.226472941924186,50.22649199667998,1.0
457,50.226472941924186,50.22649199667998,1.0
458,50.226472941924186,50.22649199667998,1.0
459,50.226472941924186,50.22649199667998,1.0
460,50.226472941924186,50.22649199667998,1.0
461,50.226472941924186,50.22649199667998,1.0
462,50.226472941924186,50.22649199667998,1.0
463,50.226472941924186,50.22649199667998,1.0
464,50.226472941924186,50.22649199667998,1.0
465,50.226472941924186,50.22649199667998,1.0
466,50.226472941924186,50.22649199667998,1.0
467,50.226472941924186,50.22649199667998,1.0
468,50.226472941924186,50.22649199667998,1.0
469,50.226472941924186,50.22649199667998,1.0
470,50.226472941924186,50.22649199667998,1.0
471,50.226472941924186,50.22649199667998,1.0
472,50.226472941924186,50.22649199667998,1.0
473,50.226472941924186,50.22649199667998,1.0
474,50.226472941924186,50.22649199667998,1.0
475,50.226472941924186,50.22649199667998,1.0
476,50.226472941924186,50.22649199667998,1.0
477,50.226472941924186,50.22649199667998,1.0
478,50.226472941924186,50.22649199667998,1.0
479,50.226472941924186,50.22649199667998,1.0
480,50.226472941924186,50.22649199667998,1.0
481,50.226472941924186,50.22649199667998,1.0
482,50.226472941924186,50.22649199667998,1.0
483,50.226472941924186,50.22649199667998,1.0
484,50.226472941924186,50.22649199667998,1.0
485,50.226472941924186,50.22649199667998,1.0
486,50.226472941924186,50.22649199667998,1.0
487,50.226472941924186,50.22649199667998,1.0
488,50.226472941924186,50.22649199667998,1.0
489,50.226472941924186,50.22649199667998,1.0
490,50.226472941924186,50.22649199667998,1.0
491,50.226472941924186,50.22649199667998,1.0
492,50.226472941924186,50.22649199667998,1.0
493,50.226472941924186,50.22649199667998,1.0
494,50.226472941924186,50.22649199667998,1.0
495,50.226472941924186,50.22649199667998,1.0
496,50.226472941924186,50.22649199667998,1.0
497,50.226472941924186,50.22649199667998,1.0
498,50.226472941924186,50.22649199667998,1.0
499,50.226472941924186,50.22649199667998,1.0
500,50.226472941924186,50.22649199667998,1.0
501,50.226472941924186,50.22649199667998,1.0
502,50.226472941924186,50.22649199667998,1.0
503,50.226472941924186,50.22649199667998,1.0
504,50.226472941924186,50.22649199667998,1.0
505,50.226472941924186,50.22649199667998,1.0
506,50.226472941924186,50.22649199667998,1.0
507,50.226472941924186,50.22649199667998,1.0
508,50.226472941924186,50.22649199667998,1.0
509,50.226472941924186,50.22649199667998,1.0
510,50.226472941924186,50.22649199667998,1.0
511,50.226472941924186,50.22649199667998,1.0
512,50.226472941924186,50.22649199667998,1.0
513,50.226472941924186,50.22649199667998,1.0
514,50.226472941924186,50.22649199667998,1.0
515,50.226472941924186,50.22649199667998,1.0
516,50.226472941924186,50.22649199667998,1.0
517,50.226472941924186,50.22649199667998,1.0
518,50.226472941924186,50.22649199667998,1.0
519,50.226472941924186,50.22649199667998,1.0
520,50.226472941924186,50.22649199667998,1.0
521,50.70878682135869,50.70962818032987,1.0
522,51.22250591401999,51.223347272991106,1.0
523,51.741933516027345,51.742774874998446,1.0
524,52.267133061034244,52.26797442000534,1.0
525,52.798168687576904,52.79901004654801,1.0
526,53.33510524690651,53.3359466058777,1.0
527,53.878008310909706,53.878849669880864,1.0
528,54.426944180115285,54.427785539086564,1.0
529,54.98197989179237,54.982821250763386,1.0
530,55.54318322813571,55.544024587106854,1.0
531,56.110622724544484,56.11146408351582,1.0
532,56.684367677991816,56.68520903696315,1.0
533,57.26448815548697,57.265329514458166,1.0
534,57.851055002631995,57.85189636160329,1.0
535,58.44413985227482,58.44498121124578,1.0
536,59.043815133255265,59.044656492226515,1.0
537,59.65015407925255,59.65099543822373,1.0
538,60.2632307377264,60.264072096697525,1.0
539,60.88311997896128,60.883961337932405,1.0
540,61.509897505209615,61.51073886418088,1.0
541,62.14363985993659,62.144481218907735,1.0
542,62.78442443716721,62.78526579613838,1.0
543,63.43232949093887,63.43317084991001,1.0
544,64.08743414485684,64.08827550382816,1.0
545,64.74981840175855,64.75065976072958,1.0
546,65.41956315348139,65.42040451245269,1.0
547,66.09675019074392,66.09759154971508,1.0
548,66.78146221313229,66.78230357210353,1.0
549,67.47378283920142,67.47462419817252,1.0
550,68.1737966166848,68.17463797565631,1.0
551,68.88158903282203,68.88243039179298,1.0
552,69.59724652479552,69.59808788376677,1.0
553,70.3208564902899,70.32169784926121,1.0
554,71.05250729816305,71.05334865713431,1.0
555,71.79228829923787,71.79312965820895,1.0
556,72.54028983721508,72.54113119618631,1.0
557,73.29660325970538,73.29744461867666,1.0
558,74.06132092938542,74.0621622883569,1.0
559,74.83453623527727,74.83537759424867,1.0
560,75.61634360415326,75.61718496312454,1.0
561,76.40683851206713,76.40767987103823,1.0
562,77.20611749601454,77.20695885498569,1.0
563,78.014278165722,78.01511952469299,1.0
564,78.83141921556707,78.83226057453847,1.0
565,79.657640436632,79.65848179560314,1.0
566,80.49304272888862,80.49388408785978,1.0
567,81.33772811352232,81.33856947249349,1.0
568,82.1917997453906,82.1926411043616,1.0
569,83.05536192561921,83.05620328459038,1.0
570,83.92852011434192,83.92936147331311,1.0
571,84.81138094357797,84.81222230254912,1.0
572,85.70405223025465,85.70489358922585,1.0
573,86.60664298937402,86.6074843483453,1.0
574,87.5192634473266,87.52010480629765,1.0
575,88.4420250553506,88.44286641432217,1.0
576,89.3750405031466,89.37588186211796,1.0
577,90.31842373263457,90.31926509160573,1.0
578,91.2722899518716,91.27313131084314,1.0
579,92.2367556491217,92.23759700809298,1.0
580,93.21193860707974,93.21277996605102,1.0
581,94.19795791725645,94.19879927622787,1.0
582,95.1949339945225,95.19577535349376,1.0
583,96.20298859181266,96.20382995078374,1.0
584,97.22224481499583,97.22308617396692,1.0
585,98.25282713790759,98.25366849687867,1.0
586,99.2948614175525,99.29570277652383,1.0
587,100.34847490947386,100.34931626844502,1.0
588,101.41379628329364,101.41463764226472,1.0
589,102.49095563842585,102.49179699739707,1.0
590,103.58008451996635,103.58092587893766,1.0
591,104.68131593475572,104.68215729372685,1.0
592,105.79478436762204,105.79562572659333,1.0
593,106.92062579780608,106.92146715677742,1.0
594,108.05897771556656,108.05981907453736,1.0
595,109.2099791389698,109.21082049794094,1.0
596,110.37377063086923,110.37461198984055,1.0
597,111.55049431606936,111.55133567504015,1.0
598,112.74029389868186,112.74113525765337,1.0
599,113.94331467967764,113.94415603864896,1.0
600,115.15970357462888,115.16054493359995,1.0
601,116.38960913165198,116.39045049062331,1.0
602,117.6331815495476,117.63402290851897,1.0
603,118.89057269614477,118.89141405511593,1.0
604,120.16193612684462,120.16277748581578,1.0
605,121.44742710337702,121.44826846234821,1.0
606,122.7472026127571,122.74804397172869,1.0
607,124.06142138646081,124.06226274543195,1.0
608,125.39024391980584,125.39108527877691,1.0
609,126.73383249155395,126.73467385052517,1.0
610,128.09235118372916,128.09319254270065,1.0
611,129.46596590165456,129.46680726062579,1.0
612,130.85484439421333,130.85568575318413,1.0
613,132.2591562743344,132.25999763330563,1.0
614,133.67907303970722,133.67991439867782,1.0
615,135.11476809372343,135.1156094526944,1.0
616,136.56641676665473,136.56725812562578,1.0
617,138.03419633706557,138.0350376960365,1.0
618,139.51828605345926,139.51912741243046,1.0
619,141.0188671561718,141.0197085151428,1.0
620,142.5361228995036,142.5369642584746,1.0
621,144.07023857409897,144.07107993307002,1.0
622,145.62140152957542,145.62224288854623,1.0
623,147.18980119740053,147.19064255637215,1.0
624,148.77562911403018,148.77647047300124,1.0
625,150.37907894429398,150.37992030326512,1.0
626,152.00034650505063,152.00118786402226,1.0
627,153.63962978909913,153.64047114807067,1.0
628,155.29712898935847,155.2979703483298,1.0
629,156.97304652331573,156.97388788228713,1.0
630,158.66758705774643,158.6684284167183,1.0
631,160.38095753370843,160.3817988926794,1.0
632,162.11336719181222,162.11420855078353,1.0
633,163.8650275977781,163.8658689567496,1.0
634,165.63615266826804,165.6369940272396,1.0
