,Iteration,Fitness,Time,State,schedule,max_iters,Temperature,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value
108,8,23.0,0.004067359999993414,"[1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 0
 1 1 0 1 1 0 0 0 1 0 0 1 0]",5000,2048,5000,geometric,5000,0.99,0.001,4999.795612507353
109,16,25.0,0.007125798999993549,"[1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 1 0]",5000,2048,5000,geometric,5000,0.99,0.001,4999.641929456191
110,32,29.0,0.013026691999982631,"[1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0
 1 1 0 1 0 0 1 0 1 0 1 0 0]",5000,2048,5000,geometric,5000,0.99,0.001,4999.345429701668
111,64,21.0,0.024555338999988408,"[0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 1
 1 0 1 1 0 0 0 0 1 1 0 0 1]",5000,2048,5000,geometric,5000,0.99,0.001,4998.766205230268
112,128,23.0,0.049489499000003434,"[0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1 0
 1 1 0 1 0 1 1 1 1 1 0 1 1]",5000,2048,5000,geometric,5000,0.99,0.001,4997.51368794891
113,256,18.0,0.10260855999999308,"[1 1 0 1 1 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1
 1 0 0 0 1 1 1 0 0 0 1 1 1]",5000,2048,5000,geometric,5000,0.99,0.001,4994.846405333019
114,512,29.0,0.2123165579999977,"[1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0
 0 1 0 0 0 0 1 0 1 0 1 1 0]",5000,2048,5000,geometric,5000,0.99,0.001,4989.34211165027
115,1024,43.0,0.43090292200000135,"[1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 1 0
 0 1 0 1 0 1 0 1 0 1 0 1 0]",5000,2048,5000,geometric,5000,0.99,0.001,4978.3932247749635
116,2048,47.0,0.8223137660000077,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0
 1 0 1 1 0 1 0 1 0 1 0 1 0]",5000,2048,5000,geometric,5000,0.99,0.001,4958.84763905838
117,0,27.0,0.0002340030000027582,"[1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 0 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.976481940246
118,1,25.0,0.0008151770000210945,"[1 0 1 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 0 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.918072309307
119,2,23.0,0.0014202490000059242,"[1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 0 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.857261224271
120,4,23.0,0.0023716130000082103,"[1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 1 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.761647768988
121,8,23.0,0.004041343000011466,"[1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 0
 1 1 0 1 1 0 0 0 1 0 0 1 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.593839704039
122,16,25.0,0.007127009000015505,"[1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0
 1 1 0 1 1 0 0 0 1 0 0 1 0]",10000,2048,10000,geometric,10000,0.99,0.001,9999.283737312026
123,32,29.0,0.013035585000011451,"[1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0
 1 1 0 1 0 0 1 0 1 0 1 0 0]",10000,2048,10000,geometric,10000,0.99,0.001,9998.689965744014
124,64,21.0,0.024578385000012304,"[0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 1
 1 0 1 1 0 0 0 0 1 1 0 0 1]",10000,2048,10000,geometric,10000,0.99,0.001,9997.530094831944
125,128,23.0,0.05219641400000796,"[0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 0 1 0
 1 1 0 1 0 1 1 1 1 1 0 1 1]",10000,2048,10000,geometric,10000,0.99,0.001,9994.7554608301
126,256,18.0,0.10343335600001069,"[1 1 0 1 1 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1
 1 0 0 0 1 1 1 0 0 0 1 1 1]",10000,2048,10000,geometric,10000,0.99,0.001,9989.610001682358
127,512,29.0,0.20928928600000063,"[1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0
 0 1 0 0 0 0 1 0 1 0 1 1 0]",10000,2048,10000,geometric,10000,0.99,0.001,9978.98783038771
128,1024,38.0,0.4168326940000213,"[1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1
 0 1 0 1 1 0 1 0 0 1 1 0 1]",10000,2048,10000,geometric,10000,0.99,0.001,9958.194543426067
129,2048,47.0,0.8025709830000096,"[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1]",10000,2048,10000,geometric,10000,0.99,0.001,9919.663358328853
