,Iteration,Fitness,Time,State,pop_size,mutation_prob,max_iters,Population Size,Mutation Rate
133,2,879.1141837663064,0.2805052969999906,[21  5  2 13 16  6  4  7 14  9 20  8 18 12 11  0 17 19  1 10 15  3],500,0.4,2048,500,0.4
134,4,820.7187016266219,0.5367854280000302,[ 9 20  0  1 17  2 18 14  8  5 12  6  4 11 15 16 10  7  3 21 13 19],500,0.4,2048,500,0.4
135,8,741.6409562066372,0.9726513890000206,[18 20  5 14  9 17 10 11  6  7  4 21  0 15 12  3 13  1 19 16  8  2],500,0.4,2048,500,0.4
136,16,731.2478596526755,1.8740008060000264,[21  7 19  2 18  4 13  1  8 14  5  3  6 11 16 12  0 15 20  9 17 10],500,0.4,2048,500,0.4
137,32,616.140433904579,3.7131732000000284,[11 21 16 17 10  7  9 14 20  5 12 15  3  1 19 18  2  8  0 13  4  6],500,0.4,2048,500,0.4
138,64,593.0008098870142,7.654700142000024,[11 21 16  3  7 19 13  1  2  8 18 20  5 14  9 15 12  0 17 10  4  6],500,0.4,2048,500,0.4
139,128,507.17928986676924,14.996820357000047,[ 6 11 21 16  3 10  7 19  2 18  8  9  5 14 20 15 12  0 17  1 13  4],500,0.4,2048,500,0.4
140,256,462.78475404609964,29.38174136500004,[ 3 11  6 21 16 10  4 13  1 19  2 18  8 14  9  5 20 15 12  0 17  7],500,0.4,2048,500,0.4
141,512,450.04477249902465,57.44010154199998,[10  3 16 21  6 11  4 13  1 19  2 18  8 14 20  5  9 15 12  0 17  7],500,0.4,2048,500,0.4
142,1024,450.0447724990246,113.31075677600006,[17  7 10  3 16 21  6 11  4 13  1 19  2 18  8 14 20  5  9 15 12  0],500,0.4,2048,500,0.4
143,2048,450.0447724990246,178.564941105,[17  7 10  3 16 21  6 11  4 13  1 19  2 18  8 14 20  5  9 15 12  0],500,0.4,2048,500,0.4
144,0,1211.1046030266018,0.03183441099997708,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],500,0.6,2048,500,0.6
145,2,872.4033244230144,0.24884660999998687,[ 0  9 17 14 20 21 16  1  8 18 13  3 15  2 19  7  6 11 12  5  4 10],500,0.6,2048,500,0.6
