,Iteration,Fitness,Time,State,schedule,max_iters,Temperature,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value
110,32,999.0,0.006126323999978922,"[ 7  0  3 12 12 14 13 14 12  4  7  6 10 16  7 12 13  5  3  1 16  5  2 14
  2  9 14  8 16  7  9  2  5  5 10]",5000,2048,5000,geometric,5000,0.99,0.001,4999.692151408729
111,64,1067.0,0.010425368999904094,"[12 15  3  7 12 11 13  9 12  4  9 11 10  9 16 12 17  5  9  1 16 12  2  1
  2 18 14 15 16  7  9  8  1  4 17]",5000,2048,5000,geometric,5000,0.99,0.001,4999.476135146127
112,128,939.0,0.019006563999937498,"[ 2 15  8  4 15 16  0  7 12  9  0  5  2  2  4 11 10  1 18  2 18  2 19 17
 12 18 18 15  9  4  1  8  1  9 17]",5000,2048,5000,geometric,5000,0.99,0.001,4999.044979459937
113,256,1008.0,0.0371984439998414,"[ 0 12  6  5 14  7  9 19  6  5 16  1 15 14 18 14  7  8  0  2  0 17 17  7
  0  0  0 19  4  6  3  7 11  7 17]",5000,2048,5000,geometric,5000,0.99,0.001,4998.131065101699
114,512,1332.0,0.08358360900001571,"[ 9  3 12 19 16  0  5 16 19 11 14 17 17  3 18 15 12 10 11  4 10 19 16 15
 14 14 19 17 15 16  5  4  1  2 17]",5000,2048,5000,geometric,5000,0.99,0.001,4995.801546976661
115,1024,1482.0,0.1850253679999696,"[ 9  6 11 19 13  3  7 17 15  9 18 11 17  7 19 16 11 18 17  6  6 19 17 13
 14 11 19 16  6 15 18  0 16 14 15]",5000,2048,5000,geometric,5000,0.99,0.001,4990.710804169171
116,2048,1482.0,0.28036430599991036,"[ 9  6 11 19 13  3  7 17 15  9 18 11 17  7 19 16 11 18 17  6  6 19 17 13
 14 11 19 16  6 15 18  0 16 14 15]",5000,2048,5000,geometric,5000,0.99,0.001,4985.931053550661
117,0,1064.0,0.00011074599979110644,"[15  4  3 19  7 14  8 14 10  8  7  6  4 16  7 12  0 11  6 19 12  5 16  0
  2  9 14  6  4 14  9  3  3  8 19]",10000,2048,10000,geometric,10000,0.99,0.001,9999.98886966127
118,1,1060.0,0.00047797899992474413,"[15  0  3 19  7 14  8 14 10  8  7  6  4 16  7 12  0 11  6 19 12  5 16  0
  2  9 14  6  4 14  9  3  3  8 19]",10000,2048,10000,geometric,10000,0.99,0.001,9999.951961620583
119,2,1090.0,0.007379126999921937,"[15  0  3 19  7 14  8 14 10  8  7  6  4 16  7 12  0 11  6 19 12  5 16  0
  2  9 14  6  4 14  9 13  3  8 19]",10000,2048,10000,geometric,10000,0.99,0.001,9999.258400453306
120,4,1124.0,0.008015689999865572,"[15  0  3 19  7 14  8 14 10  8  7  6  4 16  7 12  0 11  6 19 12  5 16 11
  2  9 14  6  8 14  9 13  3  8 19]",10000,2048,10000,geometric,10000,0.99,0.001,9999.194428683038
121,8,1104.0,0.00899646799985021,"[ 7  0  3 19  7 14  8 14 10  8  7  6  4 16  7 12  0 11  6 19 12  5 16 11
  2  9 14  6  8 14  9 13  5  5 19]",10000,2048,10000,geometric,10000,0.99,0.001,9999.095865626474
122,16,1054.0,0.010623147999922367,"[ 7  0  3 19  7 14  8 14 10 18  7  6  3 16  7 12 13 11  3  1 16  5 16 11
  2  9 14  6  8 11  9  2  5  5 19]",10000,2048,10000,geometric,10000,0.99,0.001,9998.932394940879
123,32,999.0,0.013852202999942165,"[ 7  0  3 12 12 14 13 14 12  4  7  6 10 16  7 12 13  5  3  1 16  5  2 14
  2  9 14  8 16  7  9  2  5  5 10]",10000,2048,10000,geometric,10000,0.99,0.001,9998.607903980957
124,64,1067.0,0.019158170999844515,"[12 15  3  7 12 11 13  9 12  4  9 11 10  9 16 12 17  5  9  1 16 12  2  1
  2 18 14 15 16  7  9  8  1  4 17]",10000,2048,10000,geometric,10000,0.99,0.001,9998.074724829143
125,128,939.0,0.02946945999997297,"[ 2 15  8  4 15 16  0  7 12  9  0  5  2  2  4 11 10  1 18  2 18  2 19 17
 12 18 18 15  9  4  1  8  1  9 17]",10000,2048,10000,geometric,10000,0.99,0.001,9997.038658859441
126,256,1008.0,0.05676740599983532,"[ 0 12  6  5 14  7  9 19  6  5 16  1 15 14 18 14  7  8  0  2  0 17 17  7
  0  0  0 19  4  6  3  7 11  7 17]",10000,2048,10000,geometric,10000,0.99,0.001,9994.296312263159
127,512,1401.0,0.1090910879997864,"[19  6 12 19 16  0  5  9 19 17 10  6 17  3 18 15 13 17 11  4 10 19 18  3
  6 14 19  4 16 16  5  4 16 18 17]",10000,2048,10000,geometric,10000,0.99,0.001,9989.041987561275
128,1024,1503.0,0.21789794799997253,"[19  8  0 14 12 16 10 19  3  0 10 18 12 12 18 19 16 18  4 19  6 19 17 14
 19  7 16 16  5 19  8  0 13 18 17]",10000,2048,10000,geometric,10000,0.99,0.001,9978.124486264747
129,2048,1503.0,0.3099935819998336,"[19  8  0 14 12 16 10 19  3  0 10 18 12 12 18 19 16 18  4 19  6 19 17 14
 19  7 16 16  5 19  8  0 13 18 17]",10000,2048,10000,geometric,10000,0.99,0.001,9968.89308645721
